test_idx,candidate_id,nuc,aexp,nd,ns,age,la,ld,proba0,proba1,num_features_changed,dist_unit_l2
2856,0,6.08333333333333,103.0,2.301684260368347,2.0,15.833333333333302,652.0,7.0,0.500004847490271,0.499995152509729,2,1000000000000.0
2857,0,2.0,104.0,2.0,1.84716796875,84.3333333333333,80.0,5.0,0.5000201385071315,0.49997986149286855,1,847167968750.0
2859,0,17.25,119.802734375,2.0,2.0,124.5,145.0,15.0,0.5000055200981497,0.49999447990185036,2,1000000000000.0
2860,0,146.0,58.0,1.0,1.2608588933944702,26.0,2.0,0.0,0.500026962227879,0.49997303777212104,1,260858893394.4702
2862,0,108.444444444444,28.0,2.91064453125,2.0,96.7777777777778,77.0,23.0,0.5000085454310349,0.4999914545689651,1,2.758232475885095
2863,0,60.8571428571429,227.0,2.2845985889434814,2.0,33.8571428571429,145.0,28.0,0.5000067529389313,0.49999324706106874,1,1.1570224005499539
2864,0,98.2857142857143,69.0,2.928955078125,2.0,0.06401715959821436,501.0,28.0,0.5000830730671639,0.499916926932836,2,13.983494401606606
2865,0,8.0,106.0,2.0,1.82080078125,37.5714285714286,346.0,140.0,0.5000858873327141,0.49991411266728586,1,820800781250.0
2866,0,6.428571428571429,8.0,2.0,1.78564453125,30.142857142857103,670.0,163.0,0.5000613737109343,0.49993862628906577,1,785644531250.0
2867,0,9.9,11.0,2.0,1.8603515625,129.1,192.0,47.0,0.500069017942004,0.49993098205799597,1,860351562500.0
2868,0,11.0,13.0,3.546875,2.0,32.0,30.0,3.0,0.5000121221051179,0.4999878778948821,2,1000000000000.0
2870,0,12.8,245.0,1.0,1.719970703125,44.2,254.0,134.0,0.5000141144538539,0.49998588554614615,1,719970703125.0
2873,0,28.0,146.0,1.0,1.71875,137.0,5.0,0.0,0.5000841850359592,0.49991581496404075,1,718750000000.0
2874,0,76.0,205.0,2.0,1.73974609375,0.0361328125,23.0,10.0,0.5000124339158569,0.4999875660841431,2,739746093750.0
2877,0,174.2,42.0,2.968513607978821,2.0,77.8,135.0,11.0,0.5000264216954156,0.49997357830458444,2,1000000000000.0
2879,0,2.6666666666666696,0.0,2.0,1.6209421157836914,67.3333333333333,44.0,34.0,0.5000475401740321,0.49995245982596787,1,620942115783.6914
2880,0,46.3333333333333,13.0,3.178466796875,2.0,0.0494384765625,513.0,54.0,0.500019464977876,0.499980535022124,3,1000000000000.0
2882,0,12.0,31.0,1.0,1.4771783947944641,106.5,42.0,17.0,0.5000546233083557,0.4999453766916443,1,477178394794.4641
2885,0,71.1818181818182,174.0,2.4404296875,2.0,0.0,437.0,16.0,0.5000763060292344,0.4999236939707656,2,12.094460307143342
2886,0,71.44444444444441,0.0,3.814453125,2.0,0.0,135.0,39.0,0.5000654090318939,0.49993459096810616,3,1000000000000.0
2888,0,9.5,258.0,1.0,1.6753721833229065,52.0,9.0,3.0,0.5000393084582886,0.49996069154171147,1,675372183322.9065
2889,0,129.444444444444,8.0,2.005859375,2.0,106.888888888889,719.0,31.0,0.5000312977978287,0.4999687022021712,2,1000000000000.0
2890,0,14.0,227.30138659477234,2.0,2.0,77.5,37.0,1.0,0.5000025998272839,0.4999974001727161,2,1000000000000.0
2891,0,146.0,23.6181640625,2.0,2.0,198.125,115.0,14.0,0.5000136036292959,0.499986396370704,3,1000000000000.0
2892,0,41.3333333333333,49.0,3.0,1.8611178398132324,14.333333333333302,84.0,27.0,0.500015325705685,0.49998467429431503,1,861117839813.2324
2893,0,3.5,45.0,1.0,1.3265804052352905,43.0,19.0,2.0,0.5000242878193223,0.4999757121806777,1,326580405235.2905
2894,0,5.0,15.0,2.0,2.0,196.14635914564133,75.0,1.0,0.5000043254272768,0.4999956745727232,1,0.8030414640842682
2896,0,135.142857142857,56.0,2.17236328125,2.0,164.428571428571,78.0,9.0,0.5000172420315686,0.4999827579684314,2,1000000000000.0
2897,0,283.0,62.0,1.0,1.192288875579834,0.0,65.0,5.0,0.5000165986567028,0.4999834013432972,1,192288875579.83398
2898,0,85.2,184.0,2.0,1.70068359375,0.0,15.0,15.0,0.5000559562700716,0.4999440437299284,2,700683593750.0
2900,0,8.0,54.0,2.0,1.527587890625,0.0,34.0,0.0,0.5000272130356425,0.4999727869643576,2,527587890625.0
2901,0,31.3333333333333,76.0,2.0,1.8699047565460205,100.333333333333,153.0,6.0,0.5000082612065331,0.49999173879346687,1,869904756546.0205
2904,0,18.0,55.0,2.0,1.52197265625,0.0,23.0,0.0,0.5000169991308225,0.49998300086917746,2,521972656250.0
